#ID	Description	sub Description	Division	total	%div	top
S60559	{long control region} [human papillomavirus, type 16, Genomic, 860 nt].	{long control region}	Vertebrates	2	100	S70159S1,S70159S2
HQ916350	Varroa destructor Macula-like virus RNA-dependent RNA polymerase (RdRp) gene, partial cds; and coat protein (CP) and P15 (P15) genes, complete cds.	Varroa destructor Macula-like virus	Invertebrates	6	100	JF289170
HQ916351	Varroa destructor Macula-like virus RNA-dependent RNA polymerase (RdRp) gene, partial cds; coat protein (CP) gene, complete cds; and P15 (P15) gene, partial cds.	Varroa destructor Macula-like virus	Invertebrates	6	100	JF289170
AF026464	Venezuela tomato geminivirus AV1 and AC1 genes, partial cds.	Venezuela	Plants	1989	94.85	PYVVA
EU371896	Vicia cryptic virus M, partial genomic sequence.	Vicia cryptic virus	Plants	13	100	EF173389
KF992228	Vinca yellow vein alphasatellite isolate CNH replication associated protein-like (rep) gene, partial sequence.	Vinca yellow vein alphasatellite isolate	Plants	2	100	KC206076,KC206079
S42757	VP6 [rotavirus, group A, human, isolate Baltimore stool sample, Genomic RNA, 157 nt].	VP6	Vertebrates	4018	98.97	POVVVP6FI
S42746	VP6 [rotavirus, group A, human, isolate day care room sample, Genomic RNA, 157 nt].	VP6	Vertebrates	4018	98.97	POVVVP6FI
S42745	VP6 [rotavirus, group A, human, isolate day care stool sample, Genomic RNA, 157 nt].	VP6	Vertebrates	4018	98.97	POVVVP6FI
S42747	VP6 [rotavirus, group A, human, isolate day care toy ball sample, Genomic RNA, 157 nt].	VP6	Vertebrates	4018	98.97	POVVVP6FI
AF059604	Wheat rosette stunt virus glycoprotein (G) mRNA, partial cds.	Wheat	Plants	805	99.02	WDVASD
AF059677	Wheat rosette stunt virus matrix protein (M) mRNA, complete cds.	Wheat	Plants	805	99.02	WDVASD
AF059603	Wheat rosette stunt virus nucleocapsid protein (N) mRNA, partial cds.	Wheat	Plants	805	99.02	WDVASD
AF059602	Wheat rosette stunt virus phosphoprotein (NS) mRNA, complete cds.	Wheat	Plants	805	99.02	WDVASD
AF064784	Wheat rosette stunt virus trailer region sequence.	Wheat	Plants	805	99.02	WDVASD
DQ897646	White sturgeon epivirus isolate 1 putative DNA-directed RNA polymerase domain 5 gene, partial cds.	White sturgeon	Vertebrates	2	100	AJ495768,AY082701
DQ897645	White sturgeon epivirus isolate 1 putative major capsid protein gene, complete cds.	White sturgeon	Vertebrates	2	100	AJ495768,AY082701
AY996807	White sturgeon iridovirus putative major capsid protein gene, partial cds.	White sturgeon	Vertebrates	2	100	AJ495768,AY082701
AF141888	Wild ass herpesvirus DNA-dependent DNA polymerase gene, partial cds.	Wild ass herpesvirus	Vertebrates	6	100	GU731599
AY854648	Wongabel virus strain CS264 polymerase mRNA, partial cds.	Wongabel virus strain CS264	Invertebrates	1	100	EF612701
EF584904	Yellow-bellied weasel coronavirus Guangxi/D726/2005 replicase polyprotein gene, partial cds.	Yellow-bellied	Vertebrates	6	100	JN632572
AF141889	Zebra herpesvirus DNA-dependent DNA polymerase gene, partial cds.	Zebra	Vertebrates	23	100	HQ541333
GQ857527	Zebrias sp. iridovirus major capsid protein gene, partial cds.	Zebrias	Vertebrates	1	100	AY601880
AF024514	Acyrthosiphon pisum virus protein P1 gene, complete cds; and protein P2 gene, partial cds.	Acyrthosiphon pisum	Invertebrates
AB537968	Aeropyrum pernix bacilliform virus 1 DNA, segment 1, complete sequence.	Aeropyrum pernix	Archaea
AF242294	Anacridium aegyptium entomopoxvirus spheroidin gene, complete cds; and unknown gene.	Anacridium aegyptium 	Invertebrates
AB193726	Aurantiochytrium single-stranded RNA virus genomic RNA, complete genome.	Aurantiochytrium	Plants
AY081956	Aurochs papillomavirus isolate AAA1 major capsid protein (L1) gene, partial cds.	Aurochs 	Vertebrates
AJ236110	Bitis arietans retrovirus partial pol and pro genes isolate RV-Puff adder.	Bitis arietans 	Vertebrates
AJ236112	Bothrops jararaca retrovirus partial pol and pro genes isolate RV-Pit viper.	Bothrops jararaca	Vertebrates
AJ225209	RV-Brook trout partial mRNA for polyprotein.	Brook trout	Vertebrates
AJ225210	RV-Brown trout partial mRNA for polyprotein.	Brown trout	Vertebrates
AY464569	Calliptamus italicus entomopoxvirus spheroidin gene, complete cds.	Calliptamus italicus	Invertebrates
AM933578	Cardiospermum yellow leaf curl virus satellite DNA, complete genome.	Cardiospermum	Plants
CHYCLSR	Chicory yellow mottle virus large satellite RNA gene for hypothetical protein, complete cds.	Chicory	Plants
CHYSATL1	Chicory yellow mottle virus large satellite RNA gene for hypothetical protein, complete cds.	Chicory	Plants
CHYSATS1	Chicory yellow mottle virus satellite RNA gene for hypothetical protein, complete cds.	Chicory	Plants
CHYTSSR	Chicory yellow mottle virus satellite RNA genomic RNA, hammerhead structure region.	Chicory	Plants
EF584905	Masked palm civet coronavirus Guangxi/D728/2005 replicase polyprotein gene, partial cds.	civets	Vertebrates
AJ225211	RV-Common possum partial mRNA for polyprotein.	Common possum	Vertebrates
EF120984	Curvularia thermal tolerance virus segment RNA 1 putative replicase genes, complete cds.	Curvularia	Fungi
EF120985	Curvularia thermal tolerance virus segment RNA 2 unknown genes.	Curvularia	Fungi
AY043182	Damselfish virus-like agent from Stegastes partitus extrachromosomal sequence.	Damselfish	Vertebrates
GQ857524	Dentex tumifrons iridovirus isolate g-54 major capsid protein gene, partial cds.	Dentex tumifrons	Vertebrates
AY197560	Diceros bicornis gammaherpesvirus 1 glycoprotein B (gB) and DNA polymerase (DPOL) genes, partial cds.	Diceros bicornis	Vertebrates
JN857328	Dicistroviridae SC2638 putative replicase polyprotein gene, partial cds.	Dicistroviridae	Invertebrates
JN857327	Dicistroviridae SC2803 putative nonstructural protein precursor, gene, partial cds.	Dicistroviridae	Invertebrates
JN857324	Dicistroviridae SC3842 putative nonstructural protein precursor, gene, partial cds.	Dicistroviridae	Invertebrates
JN857326	Dicistroviridae SC3921 putative structural polyprotein gene, partial cds.	Dicistroviridae	Invertebrates
JN857325	Dicistroviridae SC4317 putative RNA-dependent RNA polymerase gene, partial cds.	Dicistroviridae	Invertebrates
AM494977	Digera arvensis yellow vein disease-associated DNA beta, complete sequence, clone tan1.	Digera arvensis	Plants
AM494980	Digera arvensis yellow vein disease-associated DNA beta, complete sequence, clone tan38.	Digera arvensis	Plants
AM494978	Digera arvensis yellow vein disease-associated DNA beta, complete sequence, clone tan41.	Digera arvensis	Plants
AM494979	Digera arvensis yellow vein disease-associated DNA beta, complete sequence, clone tan43.	Digera arvensis	Plants
HQ332136	Dunaliella viridis virus SI2 genomic sequence.	Dunaliella viridis	Plants
AJ225212	RV-Edible frog partial mRNA for polyprotein.	Edible frog	Vertebrates
AF356189	Eimeria brunetti RNA virus 1, complete genome.	Eimeria brunetti	Invertebrates
ENURDRP	Eimeria nieschulzi virus RNA-dependent RNA polymerase gene, partial cds.	Eimeria nieschulzi	Invertebrates
GQ857534	Elagatis bipinnulata iridovirus isolate g-120 major capsid protein gene, partial cds.	Elagatis bipinnulata	Vertebrates
EU085379	Elephas maximus gammaherpesvirus 1 glycoprotein B and DNA polymerase genes, partial cds.	Elephas maximus	Vertebrates
JF705864	Elephas maximus gammaherpesvirus 2 isolate 4705 DNA polymerase gene, partial cds.	Elephas maximus	Vertebrates
AF461742	Euprosterna elaeasa virus, complete genome.	Euprosterna elaeasa	Invertebrates
EF584907	Flying squirrel coronavirus Guangxi/E001/2006 replicase polyprotein gene, partial cds.	Flying squirrel 	Vertebrates
EU188799	Francolinus leucoscepus papillomavirus 1, complete genome.	Francolinus leucoscepus	Vertebrates
AJ225214	RV-Freshwater houting partial mRNA for polyprotein.	Freshwater houting	Vertebrates
Y13463	Galinsoga mosaic virus, complete genome.	Galinsoga	Plants
AJ225215	RV-Gharial partial mRNA for polyprotein.	Gharial	Vertebrates
AY464570	Gomphocerus sibiricus entomopoxvirus spheroidin gene, complete cds.	Gomphocerus sibiricus 	Invertebrates
AB505427	Heterocapsa circularisquama DNA virus 01 DPOL gene for DNA polymerase, complete cds.	Heterocapsa circularisquama	Plants
AB522601	Heterocapsa circularisquama DNA virus 01 hnhE1, hnhE2, PolB genes for HNH endonuclease, HNH endonuclease, type B DNA polymerase, complete cds.	Heterocapsa circularisquama	Plants
AB587728	Heterocapsa circularisquama DNA virus 01 MutS gene for DNA mismatch repair protein, complete cds.	Heterocapsa circularisquama	Plants
AB522602	Heterocapsa circularisquama DNA virus 01 rnaP gene for DNA-directed RNA polymerase subunit, partial cds.	Heterocapsa circularisquama	Plants
AB218609	Heterocapsa circularisquama RNA virus DNA, complete genome, isolate: HcRNAV109.	Heterocapsa circularisquama	Plants
AB218608	Heterocapsa circularisquama RNA virus DNA, complete genome, isolate: HcRNAV34.	Heterocapsa circularisquama	Plants
AY197559	Hexaprotodon liberiensis gammaherpesvirus 1 glycoprotein B (gB) and DNA polymerase (DPOL) genes, partial cds.	Hexaprotodon liberiensis	Vertebrates
AJ225216	RV-Horse partial mRNA for polyprotein.	Horse	Vertebrates
AY971632	Aids-associated retrovirus isolate TON01001 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286503	Aids-associated retrovirus isolate TON01001W12 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286504	Aids-associated retrovirus isolate TON01001W24 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971633	Aids-associated retrovirus isolate TON01004 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286505	Aids-associated retrovirus isolate TON01004W12 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286506	Aids-associated retrovirus isolate TON01004W24 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971634	Aids-associated retrovirus isolate TON01005 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286507	Aids-associated retrovirus isolate TON01005W12 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971635	Aids-associated retrovirus isolate TON02001 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286508	Aids-associated retrovirus isolate TON02001W12 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286509	Aids-associated retrovirus isolate TON02001W24 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971636	Aids-associated retrovirus isolate TON03002 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286510	Aids-associated retrovirus isolate TON03002W12 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286511	Aids-associated retrovirus isolate TON03002W24 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971637	Aids-associated retrovirus isolate TON03004 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971638	Aids-associated retrovirus isolate TON03006 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286512	Aids-associated retrovirus isolate TON03006W12 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971639	Aids-associated retrovirus isolate TON03007 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286513	Aids-associated retrovirus isolate TON03007W12 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286514	Aids-associated retrovirus isolate TON03007W24 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971640	Aids-associated retrovirus isolate TON03009 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286515	Aids-associated retrovirus isolate TON03009W12 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971641	Aids-associated retrovirus isolate TON03010 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286516	Aids-associated retrovirus isolate TON03010W12 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971642	Aids-associated retrovirus isolate TON04002 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971643	Aids-associated retrovirus isolate TON04004 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971644	Aids-associated retrovirus isolate TON04006 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286517	Aids-associated retrovirus isolate TON04006W12 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971645	Aids-associated retrovirus isolate TON04008 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286518	Aids-associated retrovirus isolate TON04008W24 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971646	Aids-associated retrovirus isolate TON05001 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971647	Aids-associated retrovirus isolate TON05004 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286519	Aids-associated retrovirus isolate TON05004W12 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971648	Aids-associated retrovirus isolate TON05005 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971649	Aids-associated retrovirus isolate TON05008 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286520	Aids-associated retrovirus isolate TON05008W12 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971650	Aids-associated retrovirus isolate TON06002 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971651	Aids-associated retrovirus isolate TON08002 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286521	Aids-associated retrovirus isolate TON08002W12 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971652	Aids-associated retrovirus isolate TON08004 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286522	Aids-associated retrovirus isolate TON08004W12 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971653	Aids-associated retrovirus isolate TON10001 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AY971654	Aids-associated retrovirus isolate TON10002 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
DQ286523	Aids-associated retrovirus isolate TON10002W12 reverse transcriptase (pol) gene, partial cds.	human	Vertebrates
AF213353	Chimeric human parainfluenza virus rPIV3-2 strain 2CT chimeric fusion glycoprotein (F) and hemagglutinin-neuraminidase glycoprotein (HN) genes, complete cds.	human	Vertebrates
AF213354	Chimeric human parainfluenza virus rPIV3-2 strain 2TM fusion glycoprotein (F) and hemagglutinin-neuraminidase glycoprotein (HN) genes, complete cds.	human	Vertebrates
S52616	env-related transmembrane protein [human endogenous retrovirus ERV9, Genomic, 64 nt].	human	Vertebrates
X59002	Leukemogenic retrovirus T1223/B env gene.	human	Vertebrates
X59001	Leukemogenic retrovirus T3651/B env gene.	human	Vertebrates
GU722196	Hyperthermophilic Archaeal Virus 1, complete genome.	Hyperthermophilic	Archaea
AJ225217	RV-Iberian frog partial mRNA for polyprotein.	Iberian frog	Vertebrates
AY236869	Iguanid herpesvirus 2 DNA-dependent DNA polymerase (pol) gene, partial cds.	Iguanid	Vertebrates
HZ1LAPR	Hz-1 insect virus late gene, complete cds.	insect	Invertebrates
GU265574	Lentille virus CL nonfunctional B-family DNA polymerase gene, partial sequence.	Lentille	Plants
AJ225218	RV-Leopard frog partial mRNA for polyprotein.	Leopard frog	Vertebrates
X77616	M.melolontha Entomopoxvirus Fusolin gene.	M.melolontha	Invertebrates
MMCIEP	Macacca mulatta cytomegalovirus immediate early protein genes, complete cds.	Macacca mulatta	Vertebrates
AF063866	Melanoplus sanguinipes entomopoxvirus, complete genome.	Melanoplus sanguinipes	Invertebrates
HQ223101	Terra1 virus arginyl-tRNA synthetase (argS) gene, partial cds.	Mimivirus	Protozoa
HQ223098	Terra1 virus cysteinyl-tRNA synthetase (cysS) gene, partial cds.	Mimivirus	Protozoa
HQ223102	Terra1 virus GTP-binding protein 1-like protein gene, partial cds.	Mimivirus	Protozoa
HQ223100	Terra1 virus methionyl-tRNA synthetase (metG) gene, partial cds.	Mimivirus	Protozoa
HQ223099	Terra1 virus tyrosyl-tRNA synthetase (tyrS) gene, partial cds.	Mimivirus	Protozoa
AF403769	Oedaleus asiaticus entomopoxvirus spheroidin gene, complete cds.	Oedaleus asiaticus	Invertebrates
AJ225219	RV-Painted frog partial mRNA for polyprotein.	Painted frog	Vertebrates
AJ225220	RV-Palmate newtI partial mRNA for polyprotein.	Palmate newt	Vertebrates
AJ225221	RV-Palmate newtII partial mRNA for polyprotein.	Palmate newt	Vertebrates
DQ174772	Phascolarctos cinereus retrovirus isolate D-B envelope glycoprotein (env) gene, complete cds.	Phascolarctos cinereus	Vertebrates
AJ236122	Phascolarctos cinereus retrovirus partial pol and pro genes isolate RV-Koala.	Phascolarctos cinereus	Vertebrates
S81230	UL52' helicase-primase complex homolog [phocid herpesvirus type-2 PhHV-2, host=Phoca vitulina, isolate 7848, Genomic, 788 nt].	Phoca vitulina	Vertebrates
AY995177	Pilchard herpesvirus putative terminase gene, partial cds.	Pilchard	Vertebrates
AJ225222	RV-Pit viper partial mRNA for polyprotein.	Pit viper	Vertebrates
